state_id,year,cause,count
6741,2009,Murder_Cause_Dowry,116
6741,2001,Murder_Cause_Class_Conflict,2
6741,2002,Murder_Cause_Class_Conflict,2
6741,2003,Murder_Cause_Class_Conflict,24
6741,2004,Murder_Cause_Class_Conflict,8
6741,2005,Murder_Cause_Class_Conflict,8
6741,2007,Murder_Cause_Dowry,132
6741,2006,Murder_Cause_Class_Conflict,0
6741,2008,Murder_Cause_Class_Conflict,0
6741,2009,Murder_Cause_Class_Conflict,14
6741,2010,Murder_Cause_Class_Conflict,0
6741,2010,Murder_Cause_Dowry,128
6741,2001,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,5
6741,2002,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,2
6741,2003,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,17
6741,2007,Murder_Cause_Class_Conflict,0
6741,2006,Murder_Cause_Dowry,107
6741,2005,Murder_Cause_Dowry,149
6741,2004,Murder_Cause_Dowry,116
6741,2005,Murder_Cause_Witchcraft,75
6741,2006,Murder_Cause_Witchcraft,26
6741,2007,Murder_Cause_Witchcraft,33
6741,2008,Murder_Cause_Witchcraft,23
6741,2009,Murder_Cause_Witchcraft,27
6741,2010,Murder_Cause_Witchcraft,26
6741,2008,CHNAMurder_Cause_Class_Conflict,0
6741,2009,CHNAMurder_Cause_Class_Conflict,0
6741,2010,CHNAMurder_Cause_Class_Conflict,0
6741,2006,Murder_Cause_Other_Causes_or_Motives,1437
6741,2007,Murder_Cause_Other_Causes_or_Motives,1394
6741,2008,Murder_Cause_Other_Causes_or_Motives,1421
6741,2009,Murder_Cause_Other_Causes_or_Motives,1191
6741,2006,CHNAMurder_Cause_Gain,2
6741,2001,Murder_Cause_Dowry,96
6741,2002,Murder_Cause_Dowry,91
6741,2003,Murder_Cause_Dowry,116
6741,2003,Murder_Cause_Witchcraft,37
6741,2004,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,8
6741,2007,Murder_Cause_Gain,134
6741,2009,Murder_Cause_Gain,184
6741,2006,CHNAMurder_Cause_Casteism,0
6741,2005,CHNAMurder_Cause_Casteism,0
6741,2004,CHNAMurder_Cause_Casteism,0
6741,2003,CHNAMurder_Cause_Casteism,0
6741,2002,CHNAMurder_Cause_Casteism,0
6741,2001,CHNAMurder_Cause_Casteism,0
6741,2006,CHNAMurder_Cause_Other_Causes_or_Motives,116
6741,2007,CHNAMurder_Cause_Casteism,0
6741,2008,CHNAMurder_Cause_Gain,13
6741,2010,CHNAMurder_Cause_Gain,0
6741,2010,Murder_Cause_Casteism,0
6741,2009,Murder_Cause_Casteism,0
6741,2008,Murder_Cause_Casteism,0
6741,2007,Murder_Cause_Casteism,0
6741,2006,Murder_Cause_Casteism,0
6741,2005,Murder_Cause_Casteism,0
6741,2009,CHNAMurder_Cause_Gain,0
6741,2008,CHNAMurder_Cause_Casteism,0
6741,2009,CHNAMurder_Cause_Casteism,0
6741,2010,CHNAMurder_Cause_Casteism,0
6741,2005,CHNAMurder_Cause_Gain,1
6741,2004,CHNAMurder_Cause_Gain,15
6741,2003,CHNAMurder_Cause_Gain,4
6741,2002,CHNAMurder_Cause_Gain,0
6741,2001,CHNAMurder_Cause_Gain,1
6741,2007,Murder_Cause_Love_AffairsSexual_Relations,405
6741,2006,Murder_Cause_Love_AffairsSexual_Relations,375
6741,2005,Murder_Cause_Love_AffairsSexual_Relations,416
6741,2004,Murder_Cause_Love_AffairsSexual_Relations,390
6741,2003,Murder_Cause_Love_AffairsSexual_Relations,442
6741,2002,Murder_Cause_Love_AffairsSexual_Relations,400
6741,2001,Murder_Cause_Love_AffairsSexual_Relations,355
6741,2001,CHNAMurder_Cause_Other_Causes_or_Motives,124
6741,2002,CHNAMurder_Cause_Other_Causes_or_Motives,157
6741,2003,CHNAMurder_Cause_Other_Causes_or_Motives,115
6741,2004,CHNAMurder_Cause_Other_Causes_or_Motives,139
6741,2005,CHNAMurder_Cause_Other_Causes_or_Motives,104
6741,2004,Murder_Cause_Casteism,3
6741,2008,Murder_Cause_Gain,195
6741,2003,Murder_Cause_Casteism,5
6741,2001,Murder_Cause_Casteism,1
6741,2004,CHNAMurder_Cause_Lunacy,0
6741,2003,CHNAMurder_Cause_Lunacy,0
6741,2002,CHNAMurder_Cause_Lunacy,0
6741,2001,CHNAMurder_Cause_Lunacy,0
6741,2008,Murder_Cause_Property_Dispute,176
6741,2007,Murder_Cause_Property_Dispute,242
6741,2006,Murder_Cause_Property_Dispute,216
6741,2005,CHNAMurder_Cause_Lunacy,0
6741,2005,Murder_Cause_Property_Dispute,173
6741,2003,Murder_Cause_Property_Dispute,203
6741,2002,Murder_Cause_Property_Dispute,178
6741,2001,Murder_Cause_Property_Dispute,159
6741,2008,Murder_Cause_Love_AffairsSexual_Relations,428
6741,2009,Murder_Cause_Love_AffairsSexual_Relations,415
6741,2010,Murder_Cause_Love_AffairsSexual_Relations,375
6741,2010,Murder_Cause_Gain,219
6741,2004,Murder_Cause_Property_Dispute,179
6741,2006,CHNAMurder_Cause_Lunacy,0
6741,2007,CHNAMurder_Cause_Lunacy,0
6741,2008,CHNAMurder_Cause_Lunacy,0
6741,2007,CHNAMurder_Cause_Other_Causes_or_Motives,120
6741,2008,CHNAMurder_Cause_Other_Causes_or_Motives,148
6741,2009,CHNAMurder_Cause_Other_Causes_or_Motives,119
6741,2010,CHNAMurder_Cause_Other_Causes_or_Motives,142
6741,2010,CHNAMurder_Cause_For_Political_reason,0
6741,2009,CHNAMurder_Cause_For_Political_reason,1
6741,2008,CHNAMurder_Cause_For_Political_reason,0
6741,2007,CHNAMurder_Cause_For_Political_reason,0
6741,2006,CHNAMurder_Cause_For_Political_reason,0
6741,2005,CHNAMurder_Cause_For_Political_reason,0
6741,2004,CHNAMurder_Cause_For_Political_reason,0
6741,2003,CHNAMurder_Cause_For_Political_reason,0
6741,2001,CHNAMurder_Cause_For_Political_reason,0
6741,2010,Murder_Cause_Property_Dispute,180
6741,2009,Murder_Cause_Property_Dispute,168
6741,2010,CHNAMurder_Cause_Lunacy,0
6741,2009,CHNAMurder_Cause_Lunacy,0
6741,2002,Murder_Cause_Casteism,4
6741,2005,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,5
6741,2010,Murder_Cause_Other_Causes_or_Motives,1299
6741,2007,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,4
6741,2005,CHNAMurder_Cause_Witchcraft,0
6741,2004,CHNAMurder_Cause_Witchcraft,1
6741,2006,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,1
6741,2002,CHNAMurder_Cause_Witchcraft,0
6741,2001,CHNAMurder_Cause_Witchcraft,0
6741,2001,CHNAMurder_Cause_Communalism,0
6741,2004,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
6741,2002,CHNAMurder_Cause_Communalism,0
6741,2004,CHNAMurder_Cause_Communalism,0
6741,2005,CHNAMurder_Cause_Communalism,0
6741,2006,CHNAMurder_Cause_Communalism,0
6741,2007,CHNAMurder_Cause_Communalism,0
6741,2008,CHNAMurder_Cause_Communalism,0
6741,2009,CHNAMurder_Cause_Communalism,0
6741,2003,CHNAMurder_Cause_Communalism,0
6741,2010,CHNAMurder_Cause_Communalism,0
6741,2003,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
6741,2001,CHNAMurder_Cause_Love_AffairsSexual_Relations,2
6741,2009,Murder_Cause_Lunacy,3
6741,2008,Murder_Cause_Lunacy,5
6741,2007,Murder_Cause_Lunacy,1
6741,2006,Murder_Cause_Lunacy,3
6741,2005,Murder_Cause_Lunacy,4
6741,2004,Murder_Cause_Lunacy,6
6741,2002,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
6741,2003,Murder_Cause_Lunacy,10
6741,2001,Murder_Cause_Lunacy,7
6741,2010,CHNAMurder_Cause_Witchcraft,0
6741,2009,CHNAMurder_Cause_Witchcraft,0
6741,2008,CHNAMurder_Cause_Witchcraft,0
6741,2007,CHNAMurder_Cause_Witchcraft,0
6741,2006,CHNAMurder_Cause_Witchcraft,0
6741,2002,Murder_Cause_Lunacy,2
6741,2010,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2009,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2008,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2007,Murder_Cause_Personal_Vendetta_or_Enmity,267
6741,2008,Murder_Cause_Personal_Vendetta_or_Enmity,243
6741,2009,Murder_Cause_Personal_Vendetta_or_Enmity,258
6741,2010,Murder_Cause_Personal_Vendetta_or_Enmity,282
6741,2001,Murder_Cause_For_Political_reason,39
6741,2002,Murder_Cause_For_Political_reason,26
6741,2006,Murder_Cause_Personal_Vendetta_or_Enmity,257
6741,2003,Murder_Cause_For_Political_reason,38
6741,2005,Murder_Cause_For_Political_reason,11
6741,2006,Murder_Cause_For_Political_reason,83
6741,2007,Murder_Cause_For_Political_reason,19
6741,2008,Murder_Cause_For_Political_reason,22
6741,2009,Murder_Cause_For_Political_reason,59
6741,2010,Murder_Cause_For_Political_reason,5
6741,2004,Murder_Cause_For_Political_reason,46
6741,2005,Murder_Cause_Personal_Vendetta_or_Enmity,283
6741,2004,Murder_Cause_Personal_Vendetta_or_Enmity,458
6741,2003,Murder_Cause_Personal_Vendetta_or_Enmity,364
6741,2007,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2006,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2005,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2004,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2003,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2002,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2001,CHNAMurder_Cause_By_TerroristExtremist,0
6741,2005,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
6741,2006,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
6741,2007,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
6741,2008,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
6741,2009,CHNAMurder_Cause_Love_AffairsSexual_Relations,2
6741,2010,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
6741,2001,Murder_Cause_Personal_Vendetta_or_Enmity,332
6741,2002,Murder_Cause_Personal_Vendetta_or_Enmity,277
6741,2010,Murder_Cause_Lunacy,3
6741,2010,CHNAMurder_Cause_Property_Dispute,5
6741,2003,CHNAMurder_Cause_Witchcraft,1
6741,2008,CHNAMurder_Cause_Property_Dispute,2
6741,2008,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,2
6741,2009,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,7
6741,2010,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,8
6741,2009,CHNAMurder_Cause_Property_Dispute,5
6741,2010,CHNAMurder_Cause_Dowry,0
6741,2009,CHNAMurder_Cause_Dowry,0
6741,2008,CHNAMurder_Cause_Dowry,0
6741,2007,CHNAMurder_Cause_Dowry,2
6741,2006,CHNAMurder_Cause_Dowry,0
6741,2005,CHNAMurder_Cause_Dowry,0
6741,2004,CHNAMurder_Cause_Dowry,0
6741,2007,CHNAMurder_Cause_Gain,8
6741,2002,CHNAMurder_Cause_Property_Dispute,6
6741,2001,CHNAMurder_Cause_Property_Dispute,3
6741,2001,CHNAMurder_Cause_Dowry,0
6741,2002,CHNAMurder_Cause_Dowry,0
6741,2005,CHNAMurder_Cause_Property_Dispute,0
6741,2004,CHNAMurder_Cause_Property_Dispute,0
6741,2007,CHNAMurder_Cause_Property_Dispute,1
6741,2006,CHNAMurder_Cause_Property_Dispute,3
6741,2003,CHNAMurder_Cause_Property_Dispute,9
6741,2003,CHNAMurder_Cause_Dowry,0
2424,2005,CHNAMurder_Cause_For_Political_reason,0
2424,2006,CHNAMurder_Cause_Communalism,0
2424,2007,CHNAMurder_Cause_Communalism,0
2424,2008,CHNAMurder_Cause_Communalism,0
2424,2009,CHNAMurder_Cause_Communalism,0
2424,2010,CHNAMurder_Cause_Communalism,0
2424,2007,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2006,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2005,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2004,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2003,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2002,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2001,Murder_Cause_Dowry,0
2424,2010,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2001,CHNAMurder_Cause_For_Political_reason,0
2424,2008,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2009,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2001,CHNAMurder_Cause_Other_Causes_or_Motives,2
2424,2004,CHNAMurder_Cause_For_Political_reason,0
2424,2007,CHNAMurder_Cause_For_Political_reason,0
2424,2008,CHNAMurder_Cause_For_Political_reason,0
2424,2009,CHNAMurder_Cause_For_Political_reason,0
2424,2010,CHNAMurder_Cause_For_Political_reason,0
2424,2010,CHNAMurder_Cause_Other_Causes_or_Motives,3
2424,2009,CHNAMurder_Cause_Other_Causes_or_Motives,5
2424,2008,CHNAMurder_Cause_Other_Causes_or_Motives,2
2424,2007,CHNAMurder_Cause_Other_Causes_or_Motives,2
2424,2006,CHNAMurder_Cause_Other_Causes_or_Motives,3
2424,2005,CHNAMurder_Cause_Other_Causes_or_Motives,5
2424,2004,CHNAMurder_Cause_Other_Causes_or_Motives,1
2424,2003,CHNAMurder_Cause_For_Political_reason,0
2424,2002,CHNAMurder_Cause_Other_Causes_or_Motives,6
2424,2002,CHNAMurder_Cause_For_Political_reason,0
2424,2006,CHNAMurder_Cause_For_Political_reason,0
2424,2003,CHNAMurder_Cause_Other_Causes_or_Motives,3
2424,2003,CHNAMurder_Cause_Property_Dispute,0
2424,2002,Murder_Cause_Casteism,0
2424,2010,Murder_Cause_For_Political_reason,0
2424,2005,Murder_Cause_Dowry,0
2424,2006,Murder_Cause_Dowry,0
2424,2007,Murder_Cause_Dowry,0
2424,2008,Murder_Cause_Dowry,0
2424,2009,Murder_Cause_Dowry,0
2424,2010,Murder_Cause_Dowry,0
2424,2001,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
2424,2002,CHNAMurder_Cause_Property_Dispute,0
2424,2001,CHNAMurder_Cause_Property_Dispute,0
2424,2001,Murder_Cause_For_Political_reason,0
2424,2002,Murder_Cause_For_Political_reason,0
2424,2003,Murder_Cause_For_Political_reason,0
2424,2004,Murder_Cause_For_Political_reason,0
2424,2005,Murder_Cause_For_Political_reason,0
2424,2006,Murder_Cause_For_Political_reason,0
2424,2007,Murder_Cause_For_Political_reason,0
2424,2010,Murder_Cause_Personal_Vendetta_or_Enmity,3
2424,2009,Murder_Cause_Personal_Vendetta_or_Enmity,5
2424,2008,Murder_Cause_Personal_Vendetta_or_Enmity,6
2424,2007,Murder_Cause_Personal_Vendetta_or_Enmity,4
2424,2010,CHNAMurder_Cause_Dowry,0
2424,2003,Murder_Cause_Casteism,0
2424,2004,Murder_Cause_Casteism,0
2424,2005,Murder_Cause_Casteism,0
2424,2006,Murder_Cause_Casteism,0
2424,2007,Murder_Cause_Casteism,0
2424,2008,Murder_Cause_Casteism,0
2424,2002,Murder_Cause_Dowry,0
2424,2001,Murder_Cause_Casteism,0
2424,2003,Murder_Cause_Dowry,0
2424,2009,Murder_Cause_Casteism,0
2424,2010,Murder_Cause_Casteism,0
2424,2001,Murder_Cause_Personal_Vendetta_or_Enmity,16
2424,2002,Murder_Cause_Personal_Vendetta_or_Enmity,6
2424,2003,Murder_Cause_Personal_Vendetta_or_Enmity,3
2424,2004,Murder_Cause_Personal_Vendetta_or_Enmity,6
2424,2005,Murder_Cause_Personal_Vendetta_or_Enmity,12
2424,2006,Murder_Cause_Personal_Vendetta_or_Enmity,5
2424,2004,Murder_Cause_Dowry,0
2424,2009,CHNAMurder_Cause_Dowry,0
2424,2004,CHNAMurder_Cause_Dowry,0
2424,2007,CHNAMurder_Cause_Dowry,0
2424,2008,Murder_Cause_By_TerroristExtremist,1
2424,2009,Murder_Cause_By_TerroristExtremist,0
2424,2010,Murder_Cause_By_TerroristExtremist,0
2424,2004,CHNAMurder_Cause_Witchcraft,0
2424,2003,CHNAMurder_Cause_Witchcraft,0
2424,2002,CHNAMurder_Cause_Witchcraft,0
2424,2001,CHNAMurder_Cause_Witchcraft,0
2424,2007,Murder_Cause_By_TerroristExtremist,5
2424,2001,CHNAMurder_Cause_Class_Conflict,0
2424,2003,CHNAMurder_Cause_Class_Conflict,0
2424,2004,CHNAMurder_Cause_Class_Conflict,0
2424,2005,CHNAMurder_Cause_Class_Conflict,0
2424,2006,CHNAMurder_Cause_Class_Conflict,0
2424,2007,CHNAMurder_Cause_Class_Conflict,0
2424,2008,CHNAMurder_Cause_Class_Conflict,0
2424,2009,CHNAMurder_Cause_Class_Conflict,0
2424,2002,CHNAMurder_Cause_Class_Conflict,0
2424,2010,CHNAMurder_Cause_Class_Conflict,0
2424,2006,Murder_Cause_By_TerroristExtremist,2
2424,2004,Murder_Cause_By_TerroristExtremist,1
2424,2004,CHNAMurder_Cause_Property_Dispute,0
2424,2005,CHNAMurder_Cause_Property_Dispute,0
2424,2006,CHNAMurder_Cause_Property_Dispute,0
2424,2007,CHNAMurder_Cause_Property_Dispute,0
2424,2008,CHNAMurder_Cause_Property_Dispute,0
2424,2009,CHNAMurder_Cause_Property_Dispute,0
2424,2010,CHNAMurder_Cause_Property_Dispute,0
2424,2005,Murder_Cause_By_TerroristExtremist,1
2424,2010,CHNAMurder_Cause_Witchcraft,0
2424,2008,CHNAMurder_Cause_Witchcraft,0
2424,2007,CHNAMurder_Cause_Witchcraft,0
2424,2006,CHNAMurder_Cause_Witchcraft,0
2424,2005,CHNAMurder_Cause_Witchcraft,0
2424,2001,Murder_Cause_By_TerroristExtremist,4
2424,2002,Murder_Cause_By_TerroristExtremist,0
2424,2003,Murder_Cause_By_TerroristExtremist,0
2424,2009,CHNAMurder_Cause_Witchcraft,0
2424,2001,Murder_Cause_Gain,8
2424,2002,Murder_Cause_Gain,3
2424,2003,Murder_Cause_Gain,19
2424,2004,Murder_Cause_Property_Dispute,3
2424,2005,Murder_Cause_Property_Dispute,3
2424,2006,Murder_Cause_Property_Dispute,4
2424,2007,Murder_Cause_Property_Dispute,1
2424,2008,Murder_Cause_Property_Dispute,2
2424,2009,Murder_Cause_Property_Dispute,1
2424,2010,Murder_Cause_Property_Dispute,0
2424,2003,Murder_Cause_Property_Dispute,2
2424,2005,Murder_Cause_Gain,3
2424,2008,Murder_Cause_Gain,3
2424,2009,Murder_Cause_Gain,2
2424,2010,Murder_Cause_Gain,1
2424,2003,CHNAMurder_Cause_Dowry,0
2424,2008,Murder_Cause_For_Political_reason,0
2424,2005,CHNAMurder_Cause_Dowry,0
2424,2006,CHNAMurder_Cause_Dowry,0
2424,2007,Murder_Cause_Gain,2
2424,2002,Murder_Cause_Property_Dispute,1
2424,2001,Murder_Cause_Property_Dispute,2
2424,2002,CHNAMurder_Cause_Dowry,0
2424,2004,Murder_Cause_Gain,0
2424,2001,Murder_Cause_Other_Causes_or_Motives,48
2424,2002,Murder_Cause_Other_Causes_or_Motives,49
2424,2003,Murder_Cause_Other_Causes_or_Motives,53
2424,2004,Murder_Cause_Other_Causes_or_Motives,52
2424,2005,Murder_Cause_Other_Causes_or_Motives,57
2424,2006,Murder_Cause_Other_Causes_or_Motives,35
2424,2007,Murder_Cause_Other_Causes_or_Motives,55
2424,2008,Murder_Cause_Other_Causes_or_Motives,54
2424,2001,CHNAMurder_Cause_Communalism,0
2424,2002,CHNAMurder_Cause_Communalism,0
2424,2003,CHNAMurder_Cause_Communalism,0
2424,2004,CHNAMurder_Cause_Communalism,0
2424,2005,CHNAMurder_Cause_Communalism,0
2424,2009,Murder_Cause_Other_Causes_or_Motives,45
2424,2010,Murder_Cause_Other_Causes_or_Motives,70
2424,2001,CHNAMurder_Cause_Dowry,0
2424,2008,CHNAMurder_Cause_Dowry,0
2424,2006,Murder_Cause_Gain,9
2424,2009,Murder_Cause_For_Political_reason,0
2424,2005,CHNAMurder_Cause_Lunacy,0
2424,2005,Murder_Cause_Witchcraft,0
2424,2006,Murder_Cause_Witchcraft,0
2424,2007,Murder_Cause_Witchcraft,0
2424,2008,Murder_Cause_Witchcraft,0
2424,2009,Murder_Cause_Witchcraft,0
2424,2010,Murder_Cause_Witchcraft,0
2424,2010,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2009,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2008,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2007,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2006,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2005,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2004,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2003,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2004,Murder_Cause_Witchcraft,0
2424,2002,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2001,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
2424,2002,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2003,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2004,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2005,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2002,CHNAMurder_Cause_Lunacy,0
2424,2007,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2008,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2009,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2005,Murder_Cause_Lunacy,0
2424,2006,Murder_Cause_Lunacy,0
2424,2007,Murder_Cause_Lunacy,0
2424,2008,Murder_Cause_Lunacy,1
2424,2009,Murder_Cause_Lunacy,0
2424,2001,CHNAMurder_Cause_By_TerroristExtremist,0
2424,2003,Murder_Cause_Witchcraft,0
2424,2002,Murder_Cause_Witchcraft,0
2424,2001,Murder_Cause_Witchcraft,0
2424,2003,CHNAMurder_Cause_Lunacy,0
2424,2004,CHNAMurder_Cause_Lunacy,0
2424,2006,CHNAMurder_Cause_Lunacy,0
2424,2007,CHNAMurder_Cause_Lunacy,0
2424,2008,CHNAMurder_Cause_Lunacy,0
2424,2009,CHNAMurder_Cause_Lunacy,0
2424,2010,CHNAMurder_Cause_Lunacy,0
2424,2001,Murder_Cause_Love_AffairsSexual_Relations,5
2424,2002,Murder_Cause_Love_AffairsSexual_Relations,2
2424,2003,Murder_Cause_Love_AffairsSexual_Relations,0
2424,2004,Murder_Cause_Love_AffairsSexual_Relations,4
2424,2005,Murder_Cause_Love_AffairsSexual_Relations,5
2424,2006,Murder_Cause_Love_AffairsSexual_Relations,5
2424,2007,Murder_Cause_Love_AffairsSexual_Relations,1
2424,2008,Murder_Cause_Love_AffairsSexual_Relations,5
2424,2009,Murder_Cause_Love_AffairsSexual_Relations,6
2424,2010,Murder_Cause_Love_AffairsSexual_Relations,1
2424,2001,Murder_Cause_Communalism,0
2424,2002,Murder_Cause_Communalism,0
2424,2003,Murder_Cause_Communalism,0
2424,2004,Murder_Cause_Communalism,0
2424,2005,Murder_Cause_Communalism,0
2424,2006,Murder_Cause_Communalism,0
2424,2010,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2007,Murder_Cause_Communalism,0
2424,2003,Murder_Cause_Lunacy,0
2424,2002,Murder_Cause_Lunacy,0
2424,2008,Murder_Cause_Communalism,0
2424,2009,Murder_Cause_Communalism,0
2424,2010,Murder_Cause_Communalism,0
2424,2001,Murder_Cause_Lunacy,0
2424,2004,Murder_Cause_Lunacy,1
2424,2010,Murder_Cause_Lunacy,0
2424,2006,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
2424,2003,Murder_Cause_Class_Conflict,0
2424,2007,CHNAMurder_Cause_Gain,0
2424,2006,CHNAMurder_Cause_Gain,0
2424,2005,CHNAMurder_Cause_Gain,0
2424,2004,CHNAMurder_Cause_Gain,0
2424,2003,CHNAMurder_Cause_Gain,0
2424,2002,CHNAMurder_Cause_Gain,0
2424,2001,CHNAMurder_Cause_Gain,0
2424,2001,CHNAMurder_Cause_Casteism,0
2424,2002,CHNAMurder_Cause_Casteism,0
2424,2003,CHNAMurder_Cause_Casteism,0
2424,2004,CHNAMurder_Cause_Casteism,0
2424,2005,CHNAMurder_Cause_Casteism,0
2424,2001,Murder_Cause_Class_Conflict,0
2424,2002,Murder_Cause_Class_Conflict,0
2424,2010,CHNAMurder_Cause_Gain,0
2424,2004,Murder_Cause_Class_Conflict,0
2424,2005,Murder_Cause_Class_Conflict,0
2424,2006,Murder_Cause_Class_Conflict,0
2424,2007,Murder_Cause_Class_Conflict,0
2424,2008,Murder_Cause_Class_Conflict,0
2424,2009,Murder_Cause_Class_Conflict,0
2424,2010,Murder_Cause_Class_Conflict,0
2424,2006,CHNAMurder_Cause_Casteism,0
2424,2007,CHNAMurder_Cause_Casteism,0
2424,2008,CHNAMurder_Cause_Casteism,0
2424,2009,CHNAMurder_Cause_Casteism,0
2424,2010,CHNAMurder_Cause_Casteism,0
2424,2008,CHNAMurder_Cause_Gain,0
2424,2009,CHNAMurder_Cause_Gain,0
2424,2001,CHNAMurder_Cause_Lunacy,0
8719,2002,Murder_Cause_Lunacy,1
8719,2007,Murder_Cause_By_TerroristExtremist,40
8719,2006,Murder_Cause_By_TerroristExtremist,59
8719,2005,Murder_Cause_By_TerroristExtremist,51
