state_id,Year,licences,count
8719,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,23
8719,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,16
8719,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,21
8719,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,20
8719,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,25
8719,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,29
8719,2004,Victims_of_Murder_by_Licensed_arms,5
8719,2008,Victims_of_Murder_by_Licensed_arms,5
3073,2004,Victims_of_Murder_by_Licensed_arms,107
3073,2008,Victims_of_Murder_by_Licensed_arms,13
3073,2001,Victims_of_Murder_by_Licensed_arms,41
3073,2005,Victims_of_Murder_by_Licensed_arms,45
3073,2010,Victims_of_Murder_by_Licensed_arms,10
3073,2009,Victims_of_Murder_by_Licensed_arms,9
3073,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,709
3073,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,684
3073,2002,Victims_of_Murder_by_Licensed_arms,55
3073,2003,Victims_of_Murder_by_Licensed_arms,60
3073,2007,Victims_of_Murder_by_Licensed_arms,28
3073,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1063
3073,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,609
3073,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1527
3073,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1050
3073,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1358
3073,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1321
3073,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,951
3073,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,927
3073,2006,Victims_of_Murder_by_Licensed_arms,19
3813,2010,Victims_of_Murder_by_Licensed_arms,1
3813,2007,Victims_of_Murder_by_Licensed_arms,1
3813,2003,Victims_of_Murder_by_Licensed_arms,1
3813,2001,Victims_of_Murder_by_Licensed_arms,0
3813,2002,Victims_of_Murder_by_Licensed_arms,0
3813,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,4
3813,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3813,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,2
3813,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3813,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3813,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
3813,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
3813,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
3813,2009,Victims_of_Murder_by_Licensed_arms,0
3813,2008,Victims_of_Murder_by_Licensed_arms,0
3813,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3813,2005,Victims_of_Murder_by_Licensed_arms,0
3813,2004,Victims_of_Murder_by_Licensed_arms,0
3813,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,2
3813,2006,Victims_of_Murder_by_Licensed_arms,0
7311,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,166
7311,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,59
7311,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,104
7311,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,844
7311,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,147
7311,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,96
7311,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,249
7311,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,43
7311,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,314
7311,2010,Victims_of_Murder_by_Licensed_arms,0
7311,2009,Victims_of_Murder_by_Licensed_arms,0
7311,2008,Victims_of_Murder_by_Licensed_arms,0
7311,2002,Victims_of_Murder_by_Licensed_arms,0
7311,2007,Victims_of_Murder_by_Licensed_arms,1
7311,2006,Victims_of_Murder_by_Licensed_arms,1
7311,2001,Victims_of_Murder_by_Licensed_arms,24
7311,2004,Victims_of_Murder_by_Licensed_arms,2
7311,2003,Victims_of_Murder_by_Licensed_arms,1
7311,2005,Victims_of_Murder_by_Licensed_arms,27
7311,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,35
3700,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3700,2004,Victims_of_Murder_by_Licensed_arms,1
3700,2003,Victims_of_Murder_by_Licensed_arms,1
3700,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
4598,2003,Victims_of_Murder_by_Licensed_arms,0
4598,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
4598,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
4598,2002,Victims_of_Murder_by_Licensed_arms,0
3615,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,27
3615,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,22
3615,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,61
3615,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,37
3615,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,26
3615,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,38
3615,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,36
3615,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,47
3615,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,72
3615,2010,Victims_of_Murder_by_Licensed_arms,2
3615,2009,Victims_of_Murder_by_Licensed_arms,2
3615,2006,Victims_of_Murder_by_Licensed_arms,4
3615,2003,Victims_of_Murder_by_Licensed_arms,4
3615,2004,Victims_of_Murder_by_Licensed_arms,5
3615,2002,Victims_of_Murder_by_Licensed_arms,6
3615,2001,Victims_of_Murder_by_Licensed_arms,11
3615,2008,Victims_of_Murder_by_Licensed_arms,12
3615,2005,Victims_of_Murder_by_Licensed_arms,12
3615,2007,Victims_of_Murder_by_Licensed_arms,13
3615,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,64
4547,2008,Victims_of_Murder_by_Licensed_arms,0
4547,2002,Victims_of_Murder_by_Licensed_arms,1
4547,2010,Victims_of_Murder_by_Licensed_arms,0
4547,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
4547,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,2
4547,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
4547,2005,Victims_of_Murder_by_Licensed_arms,0
4547,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,3
4547,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
4547,2006,Victims_of_Murder_by_Licensed_arms,0
8855,2004,Victims_of_Murder_by_Licensed_arms,5
8855,2003,Victims_of_Murder_by_Licensed_arms,3
8855,2010,Victims_of_Murder_by_Licensed_arms,3
8855,2007,Victims_of_Murder_by_Licensed_arms,0
8855,2009,Victims_of_Murder_by_Licensed_arms,6
8855,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,14
8855,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,7
8855,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,7
8855,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,12
8855,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,15
8855,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,12
8855,2006,Victims_of_Murder_by_Licensed_arms,6
8855,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,48
8855,2001,Victims_of_Murder_by_Licensed_arms,6
8855,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,3
8855,2002,Victims_of_Murder_by_Licensed_arms,8
8855,2005,Victims_of_Murder_by_Licensed_arms,9
8855,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,6
8855,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,13
8855,2008,Victims_of_Murder_by_Licensed_arms,7
2203,2008,Victims_of_Murder_by_Licensed_arms,13
2203,2003,Victims_of_Murder_by_Licensed_arms,15
2203,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,128
2203,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,99
2203,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,118
2203,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,105
2203,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,174
2203,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,98
2203,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,115
2203,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,126
2203,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,134
2203,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,103
2203,2007,Victims_of_Murder_by_Licensed_arms,17
2203,2010,Victims_of_Murder_by_Licensed_arms,17
2203,2009,Victims_of_Murder_by_Licensed_arms,29
2203,2002,Victims_of_Murder_by_Licensed_arms,23
2203,2006,Victims_of_Murder_by_Licensed_arms,23
2203,2001,Victims_of_Murder_by_Licensed_arms,22
2203,2005,Victims_of_Murder_by_Licensed_arms,19
2203,2004,Victims_of_Murder_by_Licensed_arms,18
3545,2009,Victims_of_Murder_by_Licensed_arms,5
3545,2002,Victims_of_Murder_by_Licensed_arms,4
3545,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3545,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
3545,2010,Victims_of_Murder_by_Licensed_arms,3
3545,2007,Victims_of_Murder_by_Licensed_arms,4
3545,2005,Victims_of_Murder_by_Licensed_arms,5
3545,2008,Victims_of_Murder_by_Licensed_arms,3
3545,2006,Victims_of_Murder_by_Licensed_arms,0
3545,2004,Victims_of_Murder_by_Licensed_arms,3
3545,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
3545,2003,Victims_of_Murder_by_Licensed_arms,2
3545,2001,Victims_of_Murder_by_Licensed_arms,4
3545,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3545,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
3545,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3545,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3545,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3545,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
3545,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
1135,2003,Victims_of_Murder_by_Licensed_arms,0
1135,2002,Victims_of_Murder_by_Licensed_arms,0
1135,2005,Victims_of_Murder_by_Licensed_arms,1
1135,2010,Victims_of_Murder_by_Licensed_arms,10
1135,2009,Victims_of_Murder_by_Licensed_arms,14
1135,2004,Victims_of_Murder_by_Licensed_arms,14
1135,2006,Victims_of_Murder_by_Licensed_arms,22
1135,2001,Victims_of_Murder_by_Licensed_arms,25
1135,2008,Victims_of_Murder_by_Licensed_arms,94
1135,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,87
1135,2007,Victims_of_Murder_by_Licensed_arms,10
1135,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,564
1135,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,861
1135,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,43
1135,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,285
1135,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,77
1135,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,628
1135,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,956
1135,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,852
1135,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1363
3258,2006,Victims_of_Murder_by_Licensed_arms,8
3258,2010,Victims_of_Murder_by_Licensed_arms,8
3258,2009,Victims_of_Murder_by_Licensed_arms,0
3258,2001,Victims_of_Murder_by_Licensed_arms,2
3258,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,341
3258,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,142
3258,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,452
3258,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,108
3258,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,223
3258,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,501
3258,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,167
3258,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,326
3258,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,170
3258,2004,Victims_of_Murder_by_Licensed_arms,0
3258,2005,Victims_of_Murder_by_Licensed_arms,0
3258,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,100
3258,2008,Victims_of_Murder_by_Licensed_arms,15
3258,2003,Victims_of_Murder_by_Licensed_arms,0
3258,2007,Victims_of_Murder_by_Licensed_arms,120
3258,2002,Victims_of_Murder_by_Licensed_arms,39
5217,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,2
5217,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,5
5217,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,4
5217,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,3
5217,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,2
5217,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
5217,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
5217,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,5
5217,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,4
5217,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,9
5217,2005,Victims_of_Murder_by_Licensed_arms,9
5217,2003,Victims_of_Murder_by_Licensed_arms,13
5217,2010,Victims_of_Murder_by_Licensed_arms,7
5217,2009,Victims_of_Murder_by_Licensed_arms,7
5217,2001,Victims_of_Murder_by_Licensed_arms,6
5217,2002,Victims_of_Murder_by_Licensed_arms,5
5217,2004,Victims_of_Murder_by_Licensed_arms,5
5217,2006,Victims_of_Murder_by_Licensed_arms,3
5217,2008,Victims_of_Murder_by_Licensed_arms,2
5217,2007,Victims_of_Murder_by_Licensed_arms,5
6526,2005,Victims_of_Murder_by_Licensed_arms,0
6526,2004,Victims_of_Murder_by_Licensed_arms,0
6526,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,2
6526,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
6526,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
6526,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,0
6526,2010,Victims_of_Murder_by_Licensed_arms,1
6526,2009,Victims_of_Murder_by_Licensed_arms,1
6526,2001,Victims_of_Murder_by_Licensed_arms,1
6526,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,1
9876,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,148
9876,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,183
9876,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,160
9876,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,159
9876,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,117
9876,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,111
9876,2004,Victims_of_Murder_by_Licensed_arms,67
9876,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,240
9876,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,207
9876,2010,Victims_of_Murder_by_Licensed_arms,43
9876,2009,Victims_of_Murder_by_Licensed_arms,48
9876,2008,Victims_of_Murder_by_Licensed_arms,74
9876,2006,Victims_of_Murder_by_Licensed_arms,49
9876,2001,Victims_of_Murder_by_Licensed_arms,65
9876,2005,Victims_of_Murder_by_Licensed_arms,61
9876,2003,Victims_of_Murder_by_Licensed_arms,60
9876,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,123
9876,2002,Victims_of_Murder_by_Licensed_arms,50
9876,2007,Victims_of_Murder_by_Licensed_arms,54
9876,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,176
1789,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,53
1789,2008,Victims_of_Murder_by_Licensed_arms,1
1789,2006,Victims_of_Murder_by_Licensed_arms,3
1789,2007,Victims_of_Murder_by_Licensed_arms,4
1789,2009,Victims_of_Murder_by_Licensed_arms,5
1789,2004,Victims_of_Murder_by_Licensed_arms,5
1789,2001,Victims_of_Murder_by_Licensed_arms,6
1789,2010,Victims_of_Murder_by_Licensed_arms,7
1789,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,196
1789,2003,Victims_of_Murder_by_Licensed_arms,11
1789,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,46
1789,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,57
1789,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,49
1789,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,37
1789,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,46
1789,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,37
1789,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,33
1789,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,22
1789,2005,Victims_of_Murder_by_Licensed_arms,7
1789,2002,Victims_of_Murder_by_Licensed_arms,9
7840,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,131
7840,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,231
7840,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,145
7840,2007,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,212
7840,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,154
7840,2009,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,107
7840,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,174
7840,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,37
7840,2006,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,161
7840,2005,Victims_of_Murder_by_Licensed_arms,3
7840,2010,Victims_of_Murder_by_Licensed_arms,3
7840,2006,Victims_of_Murder_by_Licensed_arms,12
7840,2002,Victims_of_Murder_by_Licensed_arms,8
7840,2001,Victims_of_Murder_by_Licensed_arms,7
7840,2003,Victims_of_Murder_by_Licensed_arms,6
7840,2009,Victims_of_Murder_by_Licensed_arms,0
7840,2008,Victims_of_Murder_by_Licensed_arms,0
7840,2007,Victims_of_Murder_by_Licensed_arms,0
7840,2004,Victims_of_Murder_by_Licensed_arms,2
7840,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,142
3636,2004,Victims_of_Murder_by_Licensed_arms,0
3636,2002,Victims_of_Murder_by_Licensed_arms,0
3636,2010,Victims_of_Murder_by_Licensed_arms,5
3636,2001,Victims_of_Murder_by_Licensed_arms,1
3636,2003,Victims_of_Murder_by_Licensed_arms,2
3636,2005,Victims_of_Murder_by_Licensed_arms,0
3636,2002,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,10
3636,2005,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,5
3636,2004,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,6
3636,2006,Victims_of_Murder_by_Licensed_arms,0
3636,2008,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,7
3636,2010,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,4
3636,2003,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,26
3636,2001,Victims_of_Murder_by_Un_licensedImprovisedCrudeCountry_made_Arms_Etc,22
