state_id,state,year,victim_group,victim_age_group,count
6741,Andhra Pradesh,2003,Murder - Male Victims,Victims_Upto_18_30_Yrs,992
6741,Andhra Pradesh,2002,Murder - Male Victims,Victims_Upto_18_30_Yrs,949
6741,Andhra Pradesh,2001,Murder - Male Victims,Victims_Upto_18_30_Yrs,827
6741,Andhra Pradesh,2010,Murder - Female Victims,Victims_Upto_18_30_Yrs,235
6741,Andhra Pradesh,2009,Murder - Female Victims,Victims_Upto_18_30_Yrs,379
6741,Andhra Pradesh,2008,Murder - Female Victims,Victims_Upto_18_30_Yrs,411
6741,Andhra Pradesh,2007,Murder - Female Victims,Victims_Upto_18_30_Yrs,415
6741,Andhra Pradesh,2006,Murder - Female Victims,Victims_Upto_18_30_Yrs,322
6741,Andhra Pradesh,2005,Murder - Female Victims,Victims_Upto_18_30_Yrs,324
6741,Andhra Pradesh,2004,Murder - Female Victims,Victims_Upto_18_30_Yrs,301
6741,Andhra Pradesh,2003,Murder - Female Victims,Victims_Upto_18_30_Yrs,378
6741,Andhra Pradesh,2008,Murder - Male Victims,Victims_Upto_18_30_Yrs,855
6741,Andhra Pradesh,2009,Murder - Male Victims,Victims_Upto_15_18_Yrs,22
6741,Andhra Pradesh,2009,Murder - Male Victims,Victims_Upto_18_30_Yrs,668
6741,Andhra Pradesh,2006,Murder - Male Victims,Victims_Upto_10_Yrs,12
6741,Andhra Pradesh,2001,Murder - Female Victims,Victims_Upto_10_Yrs,38
6741,Andhra Pradesh,2002,Murder - Female Victims,Victims_Upto_10_Yrs,5
6741,Andhra Pradesh,2003,Murder - Female Victims,Victims_Upto_10_Yrs,8
6741,Andhra Pradesh,2004,Murder - Female Victims,Victims_Upto_10_Yrs,13
6741,Andhra Pradesh,2005,Murder - Female Victims,Victims_Upto_10_Yrs,14
6741,Andhra Pradesh,2006,Murder - Female Victims,Victims_Upto_10_Yrs,16
6741,Andhra Pradesh,2007,Murder - Female Victims,Victims_Upto_10_Yrs,26
6741,Andhra Pradesh,2008,Murder - Female Victims,Victims_Upto_10_Yrs,25
6741,Andhra Pradesh,2009,Murder - Female Victims,Victims_Upto_10_Yrs,18
6741,Andhra Pradesh,2010,Murder - Female Victims,Victims_Upto_10_Yrs,15
6741,Andhra Pradesh,2001,Murder - Male Victims,Victims_Upto_10_Yrs,35
6741,Andhra Pradesh,2002,Murder - Male Victims,Victims_Upto_10_Yrs,7
6741,Andhra Pradesh,2003,Murder - Male Victims,Victims_Upto_10_Yrs,17
6741,Andhra Pradesh,2004,Murder - Male Victims,Victims_Upto_10_Yrs,22
6741,Andhra Pradesh,2005,Murder - Male Victims,Victims_Upto_10_Yrs,24
6741,Andhra Pradesh,2010,Murder - Male Victims,Victims_Upto_18_30_Yrs,962
6741,Andhra Pradesh,2010,Murder - Male Victims,Victims_Upto_10_15_Yrs,16
6741,Andhra Pradesh,2001,Murder - Male Victims,Victims_Upto_10_15_Yrs,59
6741,Andhra Pradesh,2001,Murder - Female Victims,Victims_Upto_18_30_Yrs,269
6741,Andhra Pradesh,2001,Murder - Male Victims,Victims_Upto_30_50_Yrs,952
6741,Andhra Pradesh,2010,Murder - Female Victims,Victims_Upto_30_50_Yrs,213
6741,Andhra Pradesh,2009,Murder - Female Victims,Victims_Upto_30_50_Yrs,299
6741,Andhra Pradesh,2008,Murder - Female Victims,Victims_Upto_30_50_Yrs,296
6741,Andhra Pradesh,2007,Murder - Female Victims,Victims_Upto_30_50_Yrs,352
6741,Andhra Pradesh,2006,Murder - Female Victims,Victims_Upto_30_50_Yrs,306
6741,Andhra Pradesh,2005,Murder - Female Victims,Victims_Upto_30_50_Yrs,302
6741,Andhra Pradesh,2003,Murder - Female Victims,Victims_Upto_30_50_Yrs,257
6741,Andhra Pradesh,2002,Murder - Female Victims,Victims_Upto_30_50_Yrs,185
6741,Andhra Pradesh,2001,Murder - Female Victims,Victims_Upto_30_50_Yrs,175
6741,Andhra Pradesh,2007,Murder - Male Victims,Victims_Upto_10_Yrs,19
6741,Andhra Pradesh,2008,Murder - Male Victims,Victims_Upto_10_Yrs,11
6741,Andhra Pradesh,2009,Murder - Male Victims,Victims_Upto_10_Yrs,12
6741,Andhra Pradesh,2010,Murder - Male Victims,Victims_Upto_10_Yrs,7
6741,Andhra Pradesh,2006,Murder - Male Victims,Victims_Above_50_Yrs,312
6741,Andhra Pradesh,2007,Murder - Male Victims,Victims_Above_50_Yrs,206
6741,Andhra Pradesh,2008,Murder - Male Victims,Victims_Above_50_Yrs,221
6741,Andhra Pradesh,2009,Murder - Male Victims,Victims_Above_50_Yrs,184
6741,Andhra Pradesh,2010,Murder - Male Victims,Victims_Above_50_Yrs,325
6741,Andhra Pradesh,2002,Murder - Male Victims,Victims_Upto_30_50_Yrs,826
6741,Andhra Pradesh,2003,Murder - Male Victims,Victims_Upto_30_50_Yrs,887
6741,Andhra Pradesh,2004,Murder - Female Victims,Victims_Upto_30_50_Yrs,254
6741,Andhra Pradesh,2005,Murder - Male Victims,Victims_Upto_30_50_Yrs,949
6741,Andhra Pradesh,2002,Murder - Female Victims,Victims_Above_50_Yrs,81
6741,Andhra Pradesh,2004,Murder - Male Victims,Victims_Upto_30_50_Yrs,855
6741,Andhra Pradesh,2004,Murder - Female Victims,Victims_Above_50_Yrs,63
6741,Andhra Pradesh,2005,Murder - Female Victims,Victims_Above_50_Yrs,68
6741,Andhra Pradesh,2006,Murder - Female Victims,Victims_Above_50_Yrs,80
6741,Andhra Pradesh,2007,Murder - Female Victims,Victims_Above_50_Yrs,67
6741,Andhra Pradesh,2008,Murder - Female Victims,Victims_Above_50_Yrs,82
6741,Andhra Pradesh,2009,Murder - Female Victims,Victims_Above_50_Yrs,91
6741,Andhra Pradesh,2010,Murder - Female Victims,Victims_Above_50_Yrs,143
6741,Andhra Pradesh,2001,Murder - Male Victims,Victims_Above_50_Yrs,215
6741,Andhra Pradesh,2003,Murder - Female Victims,Victims_Above_50_Yrs,74
6741,Andhra Pradesh,2003,Murder - Male Victims,Victims_Above_50_Yrs,207
6741,Andhra Pradesh,2002,Murder - Male Victims,Victims_Above_50_Yrs,194
6741,Andhra Pradesh,2007,Murder - Male Victims,Victims_Upto_30_50_Yrs,828
6741,Andhra Pradesh,2008,Murder - Male Victims,Victims_Upto_30_50_Yrs,776
6741,Andhra Pradesh,2009,Murder - Male Victims,Victims_Upto_30_50_Yrs,777
6741,Andhra Pradesh,2006,Murder - Male Victims,Victims_Upto_30_50_Yrs,812
6741,Andhra Pradesh,2005,Murder - Male Victims,Victims_Above_50_Yrs,245
6741,Andhra Pradesh,2004,Murder - Male Victims,Victims_Above_50_Yrs,222
6741,Andhra Pradesh,2010,Murder - Male Victims,Victims_Upto_30_50_Yrs,591
2424,Arunachal Pradesh,2009,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Female Victims,Victims_Upto_18_30_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Female Victims,Victims_Upto_18_30_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Female Victims,Victims_Upto_18_30_Yrs,3
2424,Arunachal Pradesh,2005,Murder - Female Victims,Victims_Upto_18_30_Yrs,1
2424,Arunachal Pradesh,2004,Murder - Female Victims,Victims_Upto_18_30_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Female Victims,Victims_Upto_18_30_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Female Victims,Victims_Upto_18_30_Yrs,3
2424,Arunachal Pradesh,2001,Murder - Female Victims,Victims_Upto_18_30_Yrs,10
2424,Arunachal Pradesh,2001,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Male Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Male Victims,Victims_Upto_30_50_Yrs,13
2424,Arunachal Pradesh,2008,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Female Victims,Victims_Upto_30_50_Yrs,4
2424,Arunachal Pradesh,2002,Murder - Female Victims,Victims_Upto_30_50_Yrs,1
2424,Arunachal Pradesh,2003,Murder - Female Victims,Victims_Upto_30_50_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Female Victims,Victims_Upto_30_50_Yrs,2
2424,Arunachal Pradesh,2005,Murder - Female Victims,Victims_Upto_30_50_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Female Victims,Victims_Upto_30_50_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Female Victims,Victims_Upto_30_50_Yrs,1
2424,Arunachal Pradesh,2009,Murder - Female Victims,Victims_Upto_30_50_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Female Victims,Victims_Upto_30_50_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Male Victims,Victims_Upto_30_50_Yrs,32
2424,Arunachal Pradesh,2006,Murder - Male Victims,Victims_Upto_30_50_Yrs,20
2424,Arunachal Pradesh,2005,Murder - Male Victims,Victims_Upto_30_50_Yrs,20
2424,Arunachal Pradesh,2004,Murder - Male Victims,Victims_Upto_30_50_Yrs,26
2424,Arunachal Pradesh,2007,Murder - Female Victims,Victims_Upto_30_50_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Male Victims,Victims_Upto_30_50_Yrs,23
2424,Arunachal Pradesh,2007,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2009,Murder - Female Victims,Victims_Upto_18_30_Yrs,1
2424,Arunachal Pradesh,2010,Murder - Female Victims,Victims_Upto_18_30_Yrs,2
2424,Arunachal Pradesh,2001,Murder - Male Victims,Victims_Upto_18_30_Yrs,31
2424,Arunachal Pradesh,2002,Murder - Male Victims,Victims_Upto_18_30_Yrs,31
2424,Arunachal Pradesh,2003,Murder - Male Victims,Victims_Upto_18_30_Yrs,64
2424,Arunachal Pradesh,2004,Murder - Male Victims,Victims_Upto_18_30_Yrs,36
2424,Arunachal Pradesh,2005,Murder - Male Victims,Victims_Upto_18_30_Yrs,58
2424,Arunachal Pradesh,2006,Murder - Male Victims,Victims_Upto_18_30_Yrs,40
2424,Arunachal Pradesh,2002,Murder - Male Victims,Victims_Upto_30_50_Yrs,26
2424,Arunachal Pradesh,2008,Murder - Male Victims,Victims_Upto_18_30_Yrs,40
2424,Arunachal Pradesh,2009,Murder - Male Victims,Victims_Upto_18_30_Yrs,30
2424,Arunachal Pradesh,2010,Murder - Male Victims,Victims_Upto_18_30_Yrs,53
2424,Arunachal Pradesh,2010,Murder - Male Victims,Victims_Upto_30_50_Yrs,20
2424,Arunachal Pradesh,2009,Murder - Male Victims,Victims_Upto_30_50_Yrs,28
2424,Arunachal Pradesh,2008,Murder - Male Victims,Victims_Upto_30_50_Yrs,29
2424,Arunachal Pradesh,2009,Murder - Female Victims,Victims_Upto_10_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Male Victims,Victims_Upto_18_30_Yrs,41
2424,Arunachal Pradesh,2009,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2009,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Male Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2009,Murder - Male Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2009,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2002,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2009,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Female Victims,Victims_Above_50_Yrs,2
2424,Arunachal Pradesh,2002,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2006,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2009,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2010,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2001,Murder - Male Victims,Victims_Above_50_Yrs,4
2424,Arunachal Pradesh,2002,Murder - Male Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2005,Murder - Female Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2003,Murder - Male Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2004,Murder - Male Victims,Victims_Above_50_Yrs,3
2424,Arunachal Pradesh,2005,Murder - Male Victims,Victims_Above_50_Yrs,2
2424,Arunachal Pradesh,2006,Murder - Male Victims,Victims_Above_50_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Male Victims,Victims_Above_50_Yrs,1
2424,Arunachal Pradesh,2010,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2008,Murder - Male Victims,Victims_Above_50_Yrs,2
2424,Arunachal Pradesh,2008,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
2424,Arunachal Pradesh,2007,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2007,Murder - Male Victims,Victims_Upto_10_15_Yrs,1
8719,Assam,2005,Murder - Male Victims,Victims_Upto_18_30_Yrs,672
8719,Assam,2006,Murder - Male Victims,Victims_Upto_18_30_Yrs,648
8719,Assam,2007,Murder - Male Victims,Victims_Upto_18_30_Yrs,766
8719,Assam,2005,Murder - Male Victims,Victims_Upto_10_15_Yrs,4
8719,Assam,2003,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2004,Murder - Male Victims,Victims_Upto_18_30_Yrs,636
8719,Assam,2002,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2001,Murder - Male Victims,Victims_Upto_10_15_Yrs,30
8719,Assam,2004,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2003,Murder - Male Victims,Victims_Upto_18_30_Yrs,571
8719,Assam,2008,Murder - Female Victims,Victims_Upto_18_30_Yrs,61
8719,Assam,2001,Murder - Male Victims,Victims_Upto_18_30_Yrs,577
8719,Assam,2010,Murder - Female Victims,Victims_Upto_18_30_Yrs,51
8719,Assam,2009,Murder - Female Victims,Victims_Upto_18_30_Yrs,62
8719,Assam,2008,Murder - Male Victims,Victims_Upto_10_15_Yrs,1
8719,Assam,2007,Murder - Female Victims,Victims_Upto_18_30_Yrs,51
8719,Assam,2006,Murder - Male Victims,Victims_Upto_10_15_Yrs,4
8719,Assam,2010,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2010,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2009,Murder - Male Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2002,Murder - Male Victims,Victims_Upto_18_30_Yrs,763
8719,Assam,2009,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2005,Murder - Male Victims,Victims_Upto_10_Yrs,0
8719,Assam,2007,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2010,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2001,Murder - Male Victims,Victims_Upto_15_18_Yrs,169
8719,Assam,2002,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2003,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2004,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2005,Murder - Male Victims,Victims_Upto_15_18_Yrs,9
8719,Assam,2006,Murder - Male Victims,Victims_Upto_15_18_Yrs,7
8719,Assam,2007,Murder - Male Victims,Victims_Upto_15_18_Yrs,1
8719,Assam,2008,Murder - Male Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2009,Murder - Male Victims,Victims_Upto_15_18_Yrs,4
8719,Assam,2010,Murder - Male Victims,Victims_Upto_15_18_Yrs,10
8719,Assam,2010,Murder - Male Victims,Victims_Upto_10_Yrs,0
8719,Assam,2009,Murder - Male Victims,Victims_Upto_10_Yrs,0
8719,Assam,2008,Murder - Male Victims,Victims_Upto_10_Yrs,0
8719,Assam,2007,Murder - Male Victims,Victims_Upto_10_Yrs,0
8719,Assam,2001,Murder - Male Victims,Victims_Upto_10_Yrs,17
8719,Assam,2002,Murder - Male Victims,Victims_Upto_10_Yrs,2
8719,Assam,2003,Murder - Male Victims,Victims_Upto_10_Yrs,2
8719,Assam,2004,Murder - Male Victims,Victims_Upto_10_Yrs,1
8719,Assam,2009,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2008,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2008,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2006,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2006,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2005,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2004,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2003,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2002,Murder - Female Victims,Victims_Upto_10_15_Yrs,0
8719,Assam,2001,Murder - Female Victims,Victims_Upto_10_15_Yrs,8
8719,Assam,2006,Murder - Male Victims,Victims_Upto_10_Yrs,0
8719,Assam,2006,Murder - Female Victims,Victims_Upto_18_30_Yrs,43
8719,Assam,2005,Murder - Female Victims,Victims_Upto_18_30_Yrs,42
8719,Assam,2004,Murder - Female Victims,Victims_Upto_18_30_Yrs,55
8719,Assam,2003,Murder - Female Victims,Victims_Upto_18_30_Yrs,68
8719,Assam,2002,Murder - Female Victims,Victims_Upto_18_30_Yrs,64
8719,Assam,2001,Murder - Female Victims,Victims_Upto_18_30_Yrs,45
8719,Assam,2008,Murder - Male Victims,Victims_Upto_18_30_Yrs,790
8719,Assam,2001,Murder - Female Victims,Victims_Upto_15_18_Yrs,23
8719,Assam,2002,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2003,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2004,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2005,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2007,Murder - Female Victims,Victims_Upto_15_18_Yrs,0
8719,Assam,2010,Murder - Male Victims,Victims_Upto_18_30_Yrs,712
8719,Assam,2009,Murder - Male Victims,Victims_Upto_18_30_Yrs,784
8719,Assam,2006,Murder - Male Victims,Victims_Above_50_Yrs,81
8719,Assam,2010,Murder - Male Victims,Victims_Upto_30_50_Yrs,369
8719,Assam,2009,Murder - Male Victims,Victims_Upto_30_50_Yrs,398
8719,Assam,2008,Murder - Male Victims,Victims_Upto_30_50_Yrs,477
8719,Assam,2007,Murder - Male Victims,Victims_Upto_30_50_Yrs,421
8719,Assam,2006,Murder - Male Victims,Victims_Upto_30_50_Yrs,391
8719,Assam,2005,Murder - Male Victims,Victims_Upto_30_50_Yrs,372
8719,Assam,2004,Murder - Male Victims,Victims_Upto_30_50_Yrs,425
8719,Assam,2003,Murder - Male Victims,Victims_Upto_30_50_Yrs,460
8719,Assam,2002,Murder - Male Victims,Victims_Upto_30_50_Yrs,356
8719,Assam,2001,Murder - Male Victims,Victims_Upto_30_50_Yrs,368
8719,Assam,2010,Murder - Female Victims,Victims_Upto_30_50_Yrs,35
8719,Assam,2009,Murder - Female Victims,Victims_Upto_30_50_Yrs,35
