Area_Name,Year,type_of_motive,freq
Andaman & Nicobar Islands,2002,Murder_Cause_Property_Dispute,1
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2005,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2009,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Andaman & Nicobar Islands,2004,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Andaman & Nicobar Islands,2003,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2005,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2009,Murder_Cause_Other_Causes_or_Motives,6
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2006,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Other_Causes_or_Motives,3
Andaman & Nicobar Islands,2002,Murder_Cause_Love_AffairsSexual_Relations,6
Andaman & Nicobar Islands,2006,Murder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2009,Murder_Cause_Personal_Vendetta_or_Enmity,3
Andaman & Nicobar Islands,2008,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Gain,1
Andaman & Nicobar Islands,2002,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2001,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2001,Murder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2009,Murder_Cause_Love_AffairsSexual_Relations,4
Andaman & Nicobar Islands,2004,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Gain,1
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2004,Murder_Cause_Other_Causes_or_Motives,5
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Class_Conflict,1
Andaman & Nicobar Islands,2003,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2005,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2003,Murder_Cause_Gain,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2004,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2010,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2006,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2003,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2001,Murder_Cause_Other_Causes_or_Motives,7
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2004,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2005,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2002,Murder_Cause_Lunacy,1
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2010,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,1
Andaman & Nicobar Islands,2008,Murder_Cause_Gain,1
Andaman & Nicobar Islands,2006,Murder_Cause_Gain,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Gain,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,1
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Gain,0
Andaman & Nicobar Islands,2001,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2009,Murder_Cause_Dowry,1
Andaman & Nicobar Islands,2001,Murder_Cause_Property_Dispute,1
Andaman & Nicobar Islands,2001,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2010,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Gain,1
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2003,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Andaman & Nicobar Islands,2007,Murder_Cause_Gain,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Gain,0
Andaman & Nicobar Islands,2008,Murder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2001,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2004,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2010,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2008,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2007,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Gain,0
Andaman & Nicobar Islands,2010,Murder_Cause_Personal_Vendetta_or_Enmity,2
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Gain,0
Andaman & Nicobar Islands,2002,Murder_Cause_Other_Causes_or_Motives,0
Andaman & Nicobar Islands,2008,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2007,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2001,Murder_Cause_Personal_Vendetta_or_Enmity,4
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2010,Murder_Cause_Property_Dispute,2
Andaman & Nicobar Islands,2009,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2007,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2008,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2007,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2009,Murder_Cause_Gain,0
Andaman & Nicobar Islands,2009,Murder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Class_Conflict,2
Andaman & Nicobar Islands,2006,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2005,Murder_Cause_Personal_Vendetta_or_Enmity,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Andaman & Nicobar Islands,2006,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2009,Murder_Cause_By_TerroristExtremist,1
Andaman & Nicobar Islands,2010,Murder_Cause_Other_Causes_or_Motives,4
Andaman & Nicobar Islands,2007,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2005,Murder_Cause_Gain,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Andaman & Nicobar Islands,2002,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2007,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2002,Murder_Cause_Gain,0
Andaman & Nicobar Islands,2005,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2003,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Other_Causes_or_Motives,2
Andaman & Nicobar Islands,2009,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2005,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2007,Murder_Cause_Love_AffairsSexual_Relations,2
Andaman & Nicobar Islands,2005,Murder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2003,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2006,Murder_Cause_Other_Causes_or_Motives,2
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2004,Murder_Cause_Love_AffairsSexual_Relations,3
Andaman & Nicobar Islands,2008,Murder_Cause_Personal_Vendetta_or_Enmity,1
Andaman & Nicobar Islands,2001,Murder_Cause_Gain,1
Andaman & Nicobar Islands,2010,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Other_Causes_or_Motives,1
Andaman & Nicobar Islands,2001,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2002,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2007,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2007,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Other_Causes_or_Motives,1
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2004,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2006,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2007,Murder_Cause_Other_Causes_or_Motives,11
Andaman & Nicobar Islands,2003,Murder_Cause_Personal_Vendetta_or_Enmity,4
Andaman & Nicobar Islands,2006,Murder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Other_Causes_or_Motives,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2007,Murder_Cause_Personal_Vendetta_or_Enmity,2
Andaman & Nicobar Islands,2010,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2006,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2009,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Other_Causes_or_Motives,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Other_Causes_or_Motives,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2008,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2008,Murder_Cause_Other_Causes_or_Motives,4
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2010,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2005,Murder_Cause_Love_AffairsSexual_Relations,1
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2008,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2004,Murder_Cause_Property_Dispute,1
Andaman & Nicobar Islands,2005,Murder_Cause_Communalism,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_Other_Causes_or_Motives,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2003,CHNAMurder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2002,Murder_Cause_Casteism,0
Andaman & Nicobar Islands,2002,CHNAMurder_Cause_Dowry,0
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2003,Murder_Cause_Property_Dispute,3
Andaman & Nicobar Islands,2003,Murder_Cause_Love_AffairsSexual_Relations,3
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2008,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2008,CHNAMurder_Cause_Other_Causes_or_Motives,1
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Lunacy,0
Andaman & Nicobar Islands,2009,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2006,Murder_Cause_Personal_Vendetta_or_Enmity,2
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Other_Causes_or_Motives,1
Andaman & Nicobar Islands,2002,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Property_Dispute,0
Andaman & Nicobar Islands,2001,Murder_Cause_Dowry,0
Andaman & Nicobar Islands,2001,Murder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2002,Murder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2004,Murder_Cause_Lunacy,0
Andaman & Nicobar Islands,2001,CHNAMurder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2005,Murder_Cause_Other_Causes_or_Motives,13
Andaman & Nicobar Islands,2006,Murder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2002,Murder_Cause_Personal_Vendetta_or_Enmity,5
Andaman & Nicobar Islands,2007,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andaman & Nicobar Islands,2004,CHNAMurder_Cause_By_TerroristExtremist,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_Communalism,0
Andaman & Nicobar Islands,2010,CHNAMurder_Cause_Witchcraft,0
Andaman & Nicobar Islands,2010,Murder_Cause_Class_Conflict,0
Andaman & Nicobar Islands,2009,CHNAMurder_Cause_Property_Dispute,1
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_For_Political_reason,0
Andaman & Nicobar Islands,2006,CHNAMurder_Cause_Casteism,0
Andaman & Nicobar Islands,2008,Murder_Cause_Love_AffairsSexual_Relations,2
Andaman & Nicobar Islands,2005,CHNAMurder_Cause_By_TerroristExtremist,0
Andhra Pradesh,2006,Murder_Cause_Lunacy,3
Andhra Pradesh,2005,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2002,CHNAMurder_Cause_Property_Dispute,6
Andhra Pradesh,2001,Murder_Cause_Property_Dispute,159
Andhra Pradesh,2006,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2010,Murder_Cause_By_TerroristExtremist,19
Andhra Pradesh,2010,Murder_Cause_For_Political_reason,5
Andhra Pradesh,2007,CHNAMurder_Cause_Property_Dispute,1
Andhra Pradesh,2010,CHNAMurder_Cause_Gain,0
Andhra Pradesh,2001,CHNAMurder_Cause_Property_Dispute,3
Andhra Pradesh,2003,Murder_Cause_Personal_Vendetta_or_Enmity,364
Andhra Pradesh,2001,Murder_Cause_For_Political_reason,39
Andhra Pradesh,2008,CHNAMurder_Cause_Communalism,0
Andhra Pradesh,2004,CHNAMurder_Cause_Class_Conflict,0
Andhra Pradesh,2004,Murder_Cause_By_TerroristExtremist,52
Andhra Pradesh,2001,Murder_Cause_Casteism,1
Andhra Pradesh,2010,Murder_Cause_Dowry,128
Andhra Pradesh,2004,Murder_Cause_Lunacy,6
Andhra Pradesh,2010,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andhra Pradesh,2007,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andhra Pradesh,2008,Murder_Cause_For_Political_reason,22
Andhra Pradesh,2004,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andhra Pradesh,2010,Murder_Cause_Lunacy,3
Andhra Pradesh,2008,CHNAMurder_Cause_Property_Dispute,2
Andhra Pradesh,2004,CHNAMurder_Cause_Witchcraft,1
Andhra Pradesh,2008,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andhra Pradesh,2006,Murder_Cause_Property_Dispute,216
Andhra Pradesh,2002,Murder_Cause_By_TerroristExtremist,64
Andhra Pradesh,2006,Murder_Cause_Gain,227
Andhra Pradesh,2006,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2005,Murder_Cause_For_Political_reason,11
Andhra Pradesh,2001,CHNAMurder_Cause_Lunacy,0
Andhra Pradesh,2002,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2004,Murder_Cause_Property_Dispute,179
Andhra Pradesh,2008,Murder_Cause_Lunacy,5
Andhra Pradesh,2001,CHNAMurder_Cause_Dowry,0
Andhra Pradesh,2009,CHNAMurder_Cause_Property_Dispute,5
Andhra Pradesh,2009,Murder_Cause_For_Political_reason,59
Andhra Pradesh,2005,CHNAMurder_Cause_Gain,1
Andhra Pradesh,2001,CHNAMurder_Cause_Love_AffairsSexual_Relations,2
Andhra Pradesh,2003,Murder_Cause_By_TerroristExtremist,114
Andhra Pradesh,2008,Murder_Cause_Property_Dispute,176
Andhra Pradesh,2003,CHNAMurder_Cause_Witchcraft,1
Andhra Pradesh,2006,CHNAMurder_Cause_Gain,2
Andhra Pradesh,2003,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
Andhra Pradesh,2008,CHNAMurder_Cause_Gain,13
Andhra Pradesh,2003,Murder_Cause_Gain,138
Andhra Pradesh,2002,Murder_Cause_Gain,102
Andhra Pradesh,2004,Murder_Cause_For_Political_reason,46
Andhra Pradesh,2003,CHNAMurder_Cause_Class_Conflict,0
Andhra Pradesh,2002,CHNAMurder_Cause_Dowry,0
Andhra Pradesh,2006,CHNAMurder_Cause_Property_Dispute,3
Andhra Pradesh,2007,Murder_Cause_For_Political_reason,19
Andhra Pradesh,2007,Murder_Cause_Property_Dispute,242
Andhra Pradesh,2003,Murder_Cause_For_Political_reason,38
Andhra Pradesh,2004,Murder_Cause_Gain,129
Andhra Pradesh,2005,Murder_Cause_By_TerroristExtremist,125
Andhra Pradesh,2009,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2001,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2002,Murder_Cause_Personal_Vendetta_or_Enmity,277
Andhra Pradesh,2003,Murder_Cause_Lunacy,10
Andhra Pradesh,2007,Murder_Cause_Lunacy,1
Andhra Pradesh,2003,Murder_Cause_Property_Dispute,203
Andhra Pradesh,2002,Murder_Cause_Property_Dispute,178
Andhra Pradesh,2006,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
Andhra Pradesh,2010,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2004,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2004,Murder_Cause_Personal_Vendetta_or_Enmity,458
Andhra Pradesh,2009,Murder_Cause_Lunacy,3
Andhra Pradesh,2001,Murder_Cause_Gain,122
Andhra Pradesh,2002,CHNAMurder_Cause_Other_Causes_or_Motives,157
Andhra Pradesh,2007,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2005,CHNAMurder_Cause_Property_Dispute,0
Andhra Pradesh,2006,Murder_Cause_By_TerroristExtremist,35
Andhra Pradesh,2007,Murder_Cause_Witchcraft,33
Andhra Pradesh,2007,Murder_Cause_By_TerroristExtremist,37
Andhra Pradesh,2009,CHNAMurder_Cause_Love_AffairsSexual_Relations,2
Andhra Pradesh,2002,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Andhra Pradesh,2008,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2001,CHNAMurder_Cause_Class_Conflict,1
Andhra Pradesh,2002,Murder_Cause_For_Political_reason,26
Andhra Pradesh,2005,Murder_Cause_Gain,184
Andhra Pradesh,2007,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2010,CHNAMurder_Cause_Communalism,0
Andhra Pradesh,2005,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2005,Murder_Cause_Lunacy,4
Andhra Pradesh,2001,Murder_Cause_By_TerroristExtremist,120
Andhra Pradesh,2005,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
Andhra Pradesh,2003,CHNAMurder_Cause_Property_Dispute,9
Andhra Pradesh,2002,CHNAMurder_Cause_Class_Conflict,0
Andhra Pradesh,2003,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2009,Murder_Cause_By_TerroristExtremist,14
Andhra Pradesh,2009,CHNAMurder_Cause_Gain,0
Andhra Pradesh,2009,Murder_Cause_Witchcraft,27
Andhra Pradesh,2008,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2008,Murder_Cause_By_TerroristExtremist,35
Andhra Pradesh,2010,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2006,Murder_Cause_For_Political_reason,83
Andhra Pradesh,2003,CHNAMurder_Cause_Dowry,0
Andhra Pradesh,2005,Murder_Cause_Property_Dispute,173
Andhra Pradesh,2001,Murder_Cause_Personal_Vendetta_or_Enmity,332
Andhra Pradesh,2009,CHNAMurder_Cause_Communalism,0
Andhra Pradesh,2002,CHNAMurder_Cause_Witchcraft,0
Andhra Pradesh,2004,CHNAMurder_Cause_Property_Dispute,0
Andhra Pradesh,2010,CHNAMurder_Cause_Property_Dispute,5
Andhra Pradesh,2007,CHNAMurder_Cause_Gain,8
Andhra Pradesh,2002,Murder_Cause_Lunacy,2
Andhra Pradesh,2004,CHNAMurder_Cause_Dowry,0
Andhra Pradesh,2009,CHNAMurder_Cause_Casteism,0
Andhra Pradesh,2001,Murder_Cause_Lunacy,7
Andhra Pradesh,2008,CHNAMurder_Cause_Dowry,0
Andhra Pradesh,2010,CHNAMurder_Cause_Other_Causes_or_Motives,142
Andhra Pradesh,2006,Murder_Cause_Class_Conflict,0
Andhra Pradesh,2002,Murder_Cause_Love_AffairsSexual_Relations,400
Andhra Pradesh,2002,Murder_Cause_Dowry,91
Andhra Pradesh,2007,Murder_Cause_Class_Conflict,0
Andhra Pradesh,2005,CHNAMurder_Cause_Communalism,0
Andhra Pradesh,2008,Murder_Cause_Love_AffairsSexual_Relations,428
Andhra Pradesh,2009,CHNAMurder_Cause_Other_Causes_or_Motives,119
Andhra Pradesh,2009,Murder_Cause_Other_Causes_or_Motives,1191
Andhra Pradesh,2005,CHNAMurder_Cause_By_TerroristExtremist,0
Andhra Pradesh,2010,CHNAMurder_Cause_Class_Conflict,0
Andhra Pradesh,2008,Murder_Cause_Class_Conflict,0
Andhra Pradesh,2006,CHNAMurder_Cause_For_Political_reason,0
Andhra Pradesh,2002,Murder_Cause_Witchcraft,23
